G_CODE,G_FAMILY,G_ISO_CODE_2,G_LATITUDE,G_LONGITUDE,G_NAME
nbr,104955-105023-105143-105303-105496-105714-105920-31881,--,9.16563,8.4657,Numana-Nunku-Gbantu-Numbu
nbs,107390-107128-107504-107534-33479,--,-22.6,17.048,Namibian Sign Language
nbt,105000-105105-105254-107547-105435-107572-107582-28324,--,27.791,96.163,Na
nbu,105000-105104-105253-105434-27378,--,25.098,93.7869,"Naga, Rongmei"
nbv,104955-105023-105143-105302-105490-105706-105912-106122-106312-31334,--,5.87975,10.0779,Ngamambo
nbw,104955-105023-105146-105311-105507-105734-32631-106141-32639,--,2.5414,19.5939,"Ngbandi, Southern"
nbx,104993-105088-44113,--,-29.2411,143.216,Ngura
nby,44372-44387-44392,--,-2.77145,141.454,Ningera
nca,104989-105078-105210-43103-105594-43104,--,-5.84161,146.092,Iyo
ncb,104956-35351-107493-107521-35357,--,7.94812,93.3921,"Nicobarese, Central"
ncc,106869-106871-106878-105320-105523-105751-41662-41670-106350-41687-41689,--,-1.91705,146.887,Ponam
ncd,105000-105103-105251-105429-105647-105850-27967-27968,--,27.4202,86.7001,Nachering
nce,26716,--,-3.79762,141.566,Yale
ncf,106869-106871-106878-105320-105523-105751-105960-106161-106366-106533-41981,--,-3.0557,151.661,Notsi
ncg,34734-34738-34742,--,55.199,-129.192,Nisga’a
nch,105007-105121-105276-105457-105666-105865-34656,--,21.0963,-98.4356,"Nahuatl, Central Huasteca"
nci,105007-105121-105276-105457-105667-105868-34636,--,19.72,-96.97,Classical Nahuatl
ncj,105007-105121-105276-105457-105667-105868-34631,--,20.1356,-97.9814,"Nahuatl, Northern Puebla"
nck,24121-24123-24124,--,-12.0765,134.327,Nakara
ncl,105007-105121-105276-105457-105667-105869-106062-34632,--,18.3412,-103.361,"Nahuatl, Michoacán"
ncm,36204-36210-36214-36216,--,-8.74501,141.931,Nambo
ncn,106869-106871-106878-105320-105523-105751-41662-41670-41671-41673,--,-2.21213,148.201,Nauna
nco,34105-34111-34125,--,-6.43149,155.412,Sibe
ncp,104955-105023-105143-105302-105490-105706-105912-31174-106309-31263-106614-31288,--,6.63304,10.9943,Ndaktup
ncr,104955-105023-105143-105302-105490-105702-105902-106081-106246-106411-31064,--,6.50696,10.5312,Ncane
ncs,107390-107461-33423,--,12.2509,-86.3399,Nicaraguan Sign Language
nct,105000-105104-105252-105431-27440,--,24.3722,94.2408,"Naga, Chothe"
ncu,104955-105023-105145-105310-105505-105731-105939-106137-106325-106489-29347,--,8.15211,-0.2755,Chumburung
ncx,105007-105121-105276-105457-105666-105867-106060-34633,--,18.7545,-98.1264,"Nahuatl, Central Puebla"
ncz,36041,--,31.75,-91.33,Natchez
nda,104955-105023-105143-105302-105490-105704-105905-106088-106255-106422-106568-29955,--,-2.44901,13.3695,Ndasa
ndb,104955-105023-105143-105302-105490-105706-105912-31295-31303-107189-31304,--,6.01713,10.412,Kenswei Nsei
ndc,104955-105023-105143-105302-105490-105704-105907-30268-106301-30270,--,-20.1239,33.1739,Ndau
ndd,104955-105023-105143-105302-105490-105703-29440-106082-106247-106413-29462,--,6.17426,8.49836,Nde-Nsele-Nta
nde,104955-105023-105143-105302-105490-105704-105907-106116-106303-107688-30156-30157,nd,-20.2513,27.4096,Ndebele
ndf,--,--,--,--,--
ndg,104955-105023-105143-105302-105490-105704-105907-106114-106297-107031-30405,--,-7.54628,38.958,Ndengereko
ndh,104955-105023-105143-105302-105490-105704-105907-106108-106289-30540,--,-9.88948,33.6118,Ndali
ndi,104955-105023-105146-105311-105506-105733-105943-32566-106330-32567,--,8.19236,11.7366,Samba Leko
ndj,104955-105023-105143-105302-105490-105704-105907-30671-30672,--,-8.40485,36.0271,Ndamba
ndk,104955-105023-105143-105302-105490-105704-105908-106117-30962,--,1.53341,27.9693,Ndaka
ndl,104955-105023-105143-105302-105490-105704-105906-106094-106267-106433-106583-29549,--,2.15101,19.4087,Ndolo
ndm,104949-105011-25353-25412-107549-25426-25427,--,9.79369,17.326,Ndam
ndn,104955-105023-105143-105302-105490-105704-105906-106100-106273-29693,--,1.63917,16.125,Ngundi
ndo,104955-105023-105143-105302-105490-105704-105906-107656-107664-107666-107667-31033-107670-31035,ng,-17.6417,19.1631,Ndonga
ndp,104961-105034-35216,--,2.68546,30.5652,Ndo
ndq,104955-105023-105143-105302-105490-105704-105906-107656-107664-107666-31053,--,-12.9655,13.371,Ndombe
ndr,104955-105023-105143-105302-105489-105701-29398,--,7.2884,11.3096,Ndoola
nds,104971-105053-105172-105343-105554-105786-106005-107016-37032,--,50.771,6.092,"Saxon, Low"
ndt,104955-105023-105146-105311-105507-105735-105944-32579-32580-32581-32582,--,2.3886,21.5755,Ndunga
ndu,104955-105023-105146-105311-105506-105733-105943-106140-32519-32531,--,8.38689,13.3966,Dugun
ndv,104955-105022-105142-33394-105488-33402,--,14.925,-16.9811,Ndut
ndw,104955-105023-105143-105302-105490-105704-105906-106094-106267-106431-106579-106683-106758-29604-29605,--,1.32539,18.6151,Ndobo
ndx,104989-43276-43288-43297,--,-4.34043,138.411,Nduga
ndy,104961-105035-105159-105329-35061-35065,--,8.52074,19.0071,Lutos
ndz,104955-105023-105146-105311-105507-105735-32616-106143-32623-32624-32625,--,7.73028,27.5588,Ndogo
nea,106869-106871-106878-105320-105522-105747-105952-106926-106934-106941-40729,--,-8.82745,121.121,"Ngad’a, Eastern"
neb,104981-105066-105182-26228-26229-26238-107011-26239,--,7.76747,-7.33105,Toura
nec,107129-104951-33746,--,-8.28776,124.192,Nedebang
ned,104955-105023-105143-105302-105490-105706-105912-106124-31294,--,7.065,10.47,Nde-Gbite
nee,106869-106871-106878-105320-105523-105751-105959-41149-41164-41165,--,-20.4035,164.193,Nêlêmwa-Nixumwak
nef,107389-107422-34046,--,27.688,96.349,Nefamese
neg,35248-105116-35290-35291,--,52.9658,139.206,Negidal
neh,105000-106872-106883-105634-27167-27169-27170-27171,--,27.3732,90.3947,Nyenkha
nei,--,--,--,--,--
nej,104989-105078-105210-43103-105593-43112,--,-5.60034,146.306,Neko
nek,106869-106871-106878-105320-105523-105751-105959-41149-106363-41201,--,-21.6524,165.578,Neku
nem,106869-106871-106878-105320-105523-105751-105959-41149-106362-106528-41161,--,-20.6791,164.797,Nemi
nen,106869-106871-106878-105320-105523-105751-41329-41333,--,-21.5305,167.964,Nengone
neo,107393-36051,--,22.4189,106.435,Ná-Meo
nep,--,ne,28.0,85.0,Nepali
neq,104985-105071-105188-105362-105579-105818-43695,--,17.1795,-95.7032,"Mixe, North Central"
ner,38958-38960,--,-1.94317,132.096,Yahadian
nes,105000-106872-106883-107149-107160-105636-27201,--,31.8503,78.5728,"Kinnauri, Bhoti"
net,104989-107419-43384-105379-43385,--,-5.02368,143.029,Nete
neu,104954-104746,--,--,--,Neo
nev,104956-105024-35641-35644-35653,--,15.1034,106.543,Nyaheun
new,105000-105103-105251-28073-107561-28074,--,27.2614,84.9577,Newar
nex,36204-36210-36214-36220,--,-8.44877,141.849,Neme
ney,104955-105023-105144-32333-32334-32338,--,4.95048,-6.08043,Neyo
nez,34485-34495,--,46.3073,-116.408,Nez Perce
nfa,106869-106871-106878-105320-105522-105747-105953-106152-40752,--,-10.8098,122.658,Dhao
nfd,104955-105023-105143-105303-31828,--,9.17635,8.56205,Ahwai
nfg,107384-31830,--,--,--,Nyeng
nfk,107384-31829,--,--,--,Shakara
nfl,106869-106871-106878-105320-105523-105751-41133-41142-41144,--,-10.2302,166.21,Äiwoo
nfr,104955-105023-105146-32792-105512-32852,--,8.00522,-2.51001,Nafaanra
nfu,104955-105023-105143-105302-105490-105706-105912-31174-106309-31263-106614-31274,--,6.63304,10.9943,Mfumte
nga,104955-105023-105146-32660-32694-32698-32699-32700,--,2.98887,18.994,Ngbaka
ngb,104955-105023-105146-105311-105507-105734-32631-106141-32638,--,3.56357,21.8525,"Ngbandi, Northern"
ngc,104955-105023-105143-105302-105490-105704-105906-106094-106267-106432-106581-29567,--,1.45357,20.1415,Ngombe
ngd,104955-105023-105143-105302-105490-105704-105906-106100-106274-29515,--,3.71666,17.6499,Ngando
nge,104955-105023-105143-105302-105490-105706-105912-31174-106309-31237-31239,--,5.97864,10.1469,Ngemba
ngg,104955-105023-105146-32660-32694-32698-32699-32701-32702-32704,--,5.30167,18.4119,Ngbaka Manza
ngh,44323-44324-44331,--,-29.7054,19.0841,N|u
ngi,104949-105011-105127-105285-25459-105682-25462,--,12.1051,11.0178,Ngizim
ngj,104955-105023-105143-105302-105490-105706-105912-106122-106311-31331,--,5.93852,9.79389,Ngie
ngk,24693-105048-105166-24694,--,-13.9783,133.936,Dalabon
ngl,104955-105023-105143-105302-105490-105704-105907-106116-106304-106473-30359-106702-107696-30385,--,-16.0381,37.2437,Lomwe
ngm,107391-107463-104788,--,5.77982,157.161,Ngatik Men’s Creole
ngn,104955-105023-105143-105302-105490-105706-105912-106122-31335,--,6.17739,9.84369,Ngwo
ngo,104955-105023-105143-105302-105490-105704-105907-106111-106294-107028-31028,--,-11.7794,37.4118,Ngoni
ngp,104955-105023-105143-105302-105490-105704-105907-106111-106293-106467-106606-106698-106768-30662,--,-5.79734,37.6823,Ngulu
ngq,104955-105023-105143-105302-105490-105704-105907-106111-106291-106461-106596-106687-30086,--,-1.8485,34.6173,Ngoreme
ngr,106869-106871-106878-105320-105523-105751-41133-41142-41143,--,-10.7441,165.887,Engdewu
ngs,104949-105011-105125-105281-105463-105670-107575-25271,--,10.9918,13.7537,Gvoko
ngt,104956-35535-35563-35578,--,15.6211,106.877,Ngeq
ngu,105007-105121-105276-105457-105666-34652,--,17.8583,-99.0023,"Nahuatl, Guerrero"
ngv,104955-105023-105143-105302-105490-29466-29467,--,8.7162,13.4264,Nagumi
ngw,104949-105011-105125-105282-25155-105674-25199,--,10.0921,12.7942,Ngwaba
ngx,104949-105011-105125-105281-105463-107566-107574-25329,--,10.6058,12.9234,Nggwahyi
ngy,104955-105023-105143-105302-105490-105704-105905-106087-29725,--,5.30535,11.3103,Tibea
ngz,104955-105023-105143-105302-105490-105704-105906-106103-106281-29972,--,-1.82055,15.6218,Ngungwel
nha,104993-105091-105229-43887,--,-27.42523643,114.2680442,Nhanda
nhb,104981-105066-105182-105359-26254-107647-26255,--,7.78122,-4.23539,Beng
nhc,105007-105121-105276-105457-105666-105866-34635,--,17.9371,-93.5688,"Nahuatl, Tabasco"
nhd,105004-105119-105267-105445-105661-24398,--,-25.6521,-55.051,"Guaraní, Ava"
nhe,105007-105121-105276-105457-105666-105865-34642,--,21.0639,-97.9077,"Nahuatl, Eastern Huasteca"
nhf,104993-105091-105231-43941-43955,--,-21.3815,115.745,Nhuwala
nhg,105007-105121-105276-105457-105667-105868-34655,--,18.8854,-98.893,"Nahuatl, Tetelcingo"
nhh,104971-105055-105173-105346-105562-37698,--,20.4118,81.9775,Nahari
nhi,105007-105121-105276-105457-105666-105867-106060-34648,--,20.0581,-97.8974,"Nahuatl, Zacatlán-Ahuacatlán-Tepetzintla"
nhk,105007-105121-105276-105457-105666-105866-34624,--,17.9401,-94.7347,"Nahuatl, Isthmus-Cosoleacaque"
nhm,105007-105121-105276-105457-105667-105868-34639,--,18.9161,-99.1322,"Nahuatl, Morelos"
nhn,105007-105121-105276-105457-105667-105868-34629,--,19.1248,-98.3002,"Nahuatl, Central"
nho,106869-106871-106878-105320-105523-105751-41205-41216-41217-41218-107038-107043-107046-107049-106819-41257,--,-4.79852,157.078,Takuu
nhp,105007-105121-105276-105457-105666-105866-34625,--,18.2513,-94.6647,"Nahuatl, Isthmus-Pajapan"
nhq,105007-105121-105276-105457-105666-34641,--,18.8989,-96.9537,"Nahuatl, Huaxcaleca"
nhr,34199-34200-34215-34231-34232-34241,--,-22.0939,20.7458,Naro
nht,105007-105121-105276-105457-105666-34644,--,16.7786,-98.427,"Nahuatl, Ometepec"
nhu,104955-105023-105143-105302-105490-105702-105902-106081-106246-31067,--,6.37256,10.5707,Noone
nhv,105007-105121-105276-105457-105667-105869-34637,--,19.3282,-99.7968,"Nahuatl, Temascaltepec"
nhw,105007-105121-105276-105457-105666-105865-34653,--,21.3711,-98.7711,"Nahuatl, Western Huasteca"
nhx,105007-105121-105276-105457-105666-105866-34623,--,18.2,-94.7547,"Nahuatl, Isthmus-Mecayapan"
nhy,105007-105121-105276-105457-105666-34650,--,18.1884,-96.9748,"Nahuatl, Northern Oaxaca"
nhz,105007-105121-105276-105457-105666-105867-106060-34630,--,18.6286,-97.7009,"Nahuatl, Santa María la Alta"
nia,106869-106871-106878-42740-42746-42747-42748-42749,--,0.90691,97.4961,Nias
nib,104989-105078-105210-43060-105590-43079,--,-6.41424,146.782,Nakame
nid,24693-105047-105165-24707,--,-12.8448,134.649,Ngandi
nie,104955-105023-105146-105311-105506-105732-32386-32408,--,9.70362,17.8135,Niellim
nif,104989-105078-105210-43060-105590-105827-43072,--,-6.37697,146.841,Nek
nig,24693-105047-105165-24695-24697,--,-14.4281,134.716,Ngalakan
nih,104955-105023-105143-105302-105490-105704-105907-106108-106288-106456-106593-106685-106760-30551,--,-9.4472,32.9057,"Nyiha, Tanzania"
nii,104989-43448-43502-43503,--,-5.763,144.518,Nii
nij,106869-106871-106878-105321-42554-42555-42559,--,-1.58463,112.794,Ngaju
nik,104956-35351-107493-107521-35362,--,6.82744,93.8042,"Nicobarese, Southern"
nil,106869-106871-106878-105320-105522-105749-105956-106155-40875-40877,--,-3.21229,128.966,Nila
nim,104955-105023-105143-105302-105490-105704-105907-106113-30851,--,-4.50002,34.3068,Nilamba
nin,104955-105023-105143-105303-105496-105714-31904,--,8.95791,8.47328,Ninzo
nio,44414-44488-44499,--,73.1354,86.2106,Nganasan
niq,23478-23479-23480-106889-106907-23507,--,0.793737,35.408478,Nandi
nir,26851-26853,--,-2.5803,140.179,Nimboran
nis,104989-105078-105210-43060-105592-43070,--,-6.34065,146.679,Nimi
nit,104968-105042-33846-33852,--,19.6908,78.5936,"Kolami, Southeastern"
niu,106869-106871-106878-105320-105523-105751-41205-41216-41217-41311-41313,--,-19.05,-170.12,Niue
niv,34126,--,52.59,140.681,Gilyak
niw,44657-44659-44660,--,-4.3582,141.578,Nimo
nix,104955-105023-105143-105302-105490-105704-105907-106111-106291-106463-106600-106690-30428,--,1.04953,30.0872,Hema
niy,104961-105033-35041,--,1.30455,30.2242,Ngiti
niz,104988-105204-24284,--,-3.49733,142.251,Ningil
nja,104949-105011-105125-105282-25155-105674-25182,--,10.0666,13.3343,Nzanyi
njb,105000-106873-28205-28253-28254,--,27.152,95.3903,"Naga, Nocte"
njd,107384-30358,--,-10.5584,38.1253,Ndonde Hamba
njh,105000-105104-105253-105433-27289-27296,--,26.014,94.0435,"Naga, Lotha"
nji,36392-36397-105186-36399,--,-17.5349,134.395,Gudanji
njj,104955-105023-105143-105302-105490-105706-105912-106122-106310-31330,--,5.75169,9.90439,Njen
njl,24132-24139-24152,--,8.70752,26.1147,Njalgulgule
njm,105000-105104-105253-105433-27340-27341-27342-27343,--,25.6841,93.8668,"Naga, Angami"
njn,105000-105104-105253-105434-27385-27390,--,25.16,93.542,"Naga, Liangmai"
njo,105000-105104-105253-105433-27289-27290,--,26.3241,94.3824,"Naga, Ao"
njr,104955-105023-105143-105302-105489-105701-105901-106079-106244-106409-106562-29408-29410,--,6.82183,11.521,Njerep
njs,34382-34400,--,-1.95386,137.6,Nisa
njt,107389-107457-34078,--,2.94789,-56.0182,Ndyuka-Trio Pidgin
nju,104993-105091-105230-43960,--,-32.0245,124.466,Ngadjunmaya
njx,104955-105023-105143-105302-105490-105704-105906-106098-106271-106438-106586-30845,--,-3.69702,12.5197,Kunyi
njy,104955-105023-105143-105302-105490-105704-105905-106090-106259-106425-106574-29913,--,2.30483,14.1175,Njyem
njz,105000-105105-105254-107547-105435-107572-104539,--,26.0,93.5,Nyishi
nka,104955-105023-105143-105302-105490-105704-105906-106101-30616,--,-14.8513,24.7649,Nkoya
nkb,105000-105104-105253-27324-27331-27333,--,24.2041,94.1345,"Naga, Khoibu"
nkc,104955-105023-105143-105302-105490-105704-105905-106089-106257-29743,--,5.33848,9.80096,Nkongho
nkd,105000-105104-105252-105431-27436,--,25.2857,94.2141,Koireng
nke,106869-106871-106878-105320-105523-105751-105960-106161-106366-106535-106649-42041-106786-42054,--,-7.97768,157.064,Duke
nkf,107384-104812,--,24.8761,93.8096,"Naga, Inpui"
nkg,104989-105078-105210-43103-105593-43111,--,-5.64364,146.253,Nekgini
nkh,105000-105104-105253-105433-27340-27341-27359,--,25.7078,94.3114,"Naga, Khezha"
nki,105000-105104-105253-105434-27377,--,25.3472,93.8396,"Naga, Thangal"
nkj,104989-43174-107501-43227-43229-105588-43243,--,-5.19377,140.512,Nakai
nkk,106869-106871-106878-105320-105523-105751-105958-106160-106358-106524-41399,--,-14.8974,166.603,Nokuku
nkm,36204-36210-36214-36219,--,-8.827,141.641,Namat
nkn,104955-105023-105143-105302-105490-105704-105906-107656-107664-106093-30746-106427-30752,--,-13.3688,19.0476,Nkangala
nko,104955-105023-105145-105310-105505-105731-105939-106137-29343,--,7.20316,0.3209,Nkonya
nkp,106869-106871-106878-105320-105523-105751-41205-41216-41217-41218-106635-41245,--,-15.966,-173.742,Niuatoputapu
nkq,--,--,--,--,Nkami
nkr,106869-106871-106878-105320-105523-105751-41205-41216-41217-41218-107038-106778-41261,--,3.83,155.0,Nukuoro
nks,104989-43174-43200-105371-43206,--,-4.89854,138.405,"Asmat, North"
nkt,104955-105023-105143-105302-105490-105704-105907-106108-106288-106456-106593-30554,--,--,--,"Nyika, Tanzania"
nku,104955-105023-105146-105312-105509-32782-32783,--,8.46011,-2.74627,"Kulango, Bouna"
nkv,104955-105023-105143-105302-105490-105704-105907-106108-106288-106456-106593-106685-30553,--,--,--,Nyika
nkw,104955-105023-105143-105302-105490-105704-105906-106094-106267-106431-106579-106683-106757-29505,--,-3.67432,22.6802,Nkutu
nkx,44672-44674-44675-44676-44681,--,4.57641,7.45802,Nkoroo
nkz,104955-105023-105143-32043-32113-105719-32114-32117,--,5.43898,7.76345,Nkari
nla,104955-105023-105143-105302-105490-105706-105912-31174-106308-31224,--,5.70306,10.1446,Ngombale
nlc,104989-43015-43016-43018,--,-4.26068,139.883,Nalca
nld,104971-105053-105172-105343-105552-37065-106002-106206-106392-37085,nl,52.0,5.0,Dutch
nle,104955-105023-105143-105302-105490-105704-105907-106111-106291-106462-106598-106688-106762-106806-30505,--,0.38163,34.6626,Nyala
nlg,106869-106871-106878-105320-105523-105751-41589-41590-41600-41615-41616,--,-9.04587,160.186,Gela
nli,104971-105055-105173-105347-38026-38027-38028,--,34.6485,70.7323,Grangali
nlj,104955-105023-105143-105302-105490-105704-105908-106117-30944,--,1.92098,30.0201,Nyali
nlk,104989-43276-43288-105378-43292,--,-4.4737,139.39,"Yali, Ninia"
nll,34150,--,21.1886,76.3318,Nihali
nln,107384-34634,--,22.8241,-104.194,Durango Nahuatl
nlo,104955-105023-105143-105302-105490-105704-105906-106103-106279-106444-106588-29935,--,-4.09816,19.5129,Ngul
nlq,--,--,--,--,"Naga, Lao"
nlr,104993-105091-105231-43941-105625-43944,--,-20.2075,119.306,Ngarla
nlu,104955-105023-105145-105310-105505-105731-105939-106137-106325-106489-29346,--,7.6302,-1.30881,Nchumbulu
nlv,105007-105121-105276-105457-105666-105867-34645,--,18.6399,-96.9765,"Nahuatl, Orizaba"
nlw,--,--,--,--,Walangama
nlx,104971-105055-105173-105345-105561-105795-38220,--,21.43,74.827,Nahali
nly,104993-105091-105231-43941-105625-43943,--,-21.6092,119.693,Nyamal
nlz,106869-106871-106878-105320-105523-105751-41133-41142-106364-41146,--,-10.8,165.8,Nalögo
nma,105000-105104-105253-105434-27380,--,25.4378,94.2205,"Naga, Maram"
nmb,106869-106871-106878-105320-105523-105751-105958-106159-106355-106519-106642-41554,--,-16.0903,167.239,V’ënen Taut
nmc,104961-105035-105159-105329-106904-35084-105996-106203-35088,--,8.25957,18.4648,Ngam
nmd,104955-105023-105143-105302-105490-105704-105906-106103-106279-106443-29937,--,-1.67033,13.7279,Ndumu
nme,105000-105104-105253-105434-27385-27386,--,25.4779,93.71,"Naga, Mzieme"
nmf,105000-105104-105253-27324-27325,--,25.0489,94.3567,"Naga, Tangkhul"
nmg,104955-105023-105143-105302-105490-105704-105905-106090-106258-29924,--,2.39354,10.0812,Kwasio
nmh,105000-105104-105252-105431-107562-104815,--,24.5322,94.2164,"Naga, Monsang"
nmi,104949-105011-105127-25536-105471-25537-25538-106064-25540,--,9.18024,10.8365,Nyam
nmj,107384-32611,--,3.90658,15.2154,Ngombe
nmk,106869-106871-106878-105320-105523-105751-105958-106159-41464,--,-16.8979,168.569,Namakura
nml,104955-105023-105143-105302-105490-105706-105912-31082,--,4.58061,10.2197,Ndemli
nmm,105000-106872-105246-105422-105638-27013-27014-27015,--,28.6416,84.0515,Manangba
nmn,44323-44336-44338-44348,--,-24.20022,20.79583,!Xóõ
nmo,105000-105104-105252-105431-107562-27442,--,24.4793,94.3421,"Naga, Moyon"
nmp,104991-105082-38900,--,-17.374,123.228,Nimanbur
nmq,104955-105023-105143-105302-105490-105704-105907-30268-106302-30269,--,-19.0899,26.0394,Nambya
